German,English
kälte,cold
sektor,sector
blockiert,blocked
öffentliche,public
schweden,Sweden
gates,gates
häuptling,chief
märz,March
nummern,numbers
dar,is
irrst,wrong
leite,leite
frosch,frog
vorübergehend,temporarily
büchern,books
mick,mick
miese,lousy
anfangs,at first
verwandt,related
gefährdet,endangered
cola,cola
falscher,counterfeiter
kara,kara
verängstigt,frightened
quellen,sources
republik,republic
f,f
us,us
silber,silver
aß,ate
umschlag,envelope
freust,looking forward
hinsicht,respect
ereignis,event
beschissene,fucking
vergraben,bury
gebunden,bound
marion,marion
ente,duck
gläser,glasses
kommentar,comment
doppelte,duplicate
boris,boris
sanfte,litter
gibbs,gibbs
lola,lola
buck,buck
zivilisation,civilization
tiefen,deep
reicher,rich
verhaftung,arrest
meldung,report
bohnen,beans
pfeifen,Pipes
hall,hall
leon,leon
raketen,rocketry
gutem,good
versetzen,offset
ziege,goat
löwe,lion
cat,cat
central,central
tötest,kill
pierce,pierce
privatsphäre,privacy
j.,j.
büßen,atone
kalten,cold
eid,oath
burschen,burschen
zweit,second
unterscheiden,distinguish
gerechnet,expected
telegramm,telegram
sprecht,speak
babysitter,baby-sitter
pfad,path
getanzt,danced
mafia,mafia
verteidigt,defended
abschalten,switch off
wellen,waves
besoffen,smashed
diensten,services
abschließen,to lock
angehalten,required
doyle,doyle
assistent,assistant
ketten,chain
reist,traveling
merkst,notice
bot,offered
gwen,gwen
inwiefern,in what way
pille,pill
bock,buck
korb,basket
herrschaften,reigns
en,s
bedauern,regret
angefasst,touched
heißer,hot
aufrichtig,sincerely
conrad,conrad
versorgen,supply
sperren,lock
naiv,naive
mauern,stonewall
hugo,Hugo
erweisen,prove
zurücklassen,leave behind
samurai,samurai
hoffnungen,hopes
feststellen,determine
finch,finch
mandanten,client
quartier,quarters
philippe,philippe
neidisch,envious
alicia,alicia
chips,crisps
zugelassen,authorized
weibliche,female
schlauer,smarter
vorwürfe,accusations
aushalten,withstand
einschlafen,fall asleep
transport,transport
laptop,Laptop
arrangieren,arrange
städte,cities
vorzustellen,present
unterm,under the
flash,flash
u-bahn,Subway
status,status
bond,bond
stephanie,stephanie
zweifellos,undoubtedly
rückwärts,backward
chffff00,chffff00
skandal,scandal
angebracht,appropriate
pressen,press
tschuldigung,Sorry
papierkram,paperwork
trat,joined
gemeinschaft,community
instinkt,instinct
flitterwochen,honeymoon
narbe,scar
kombination,combination
vorgesetzten,superiors
ausprobieren,try out
solcher,such
sexuelle,sexual
geliebter,beloved
julien,julien
lauren,lauren
ignoriert,ignored
leslie,leslie
zogen,pulled
zahnarzt,dentist
gelitten,suffered
zutritt,access
vergewaltigung,rape
drehe,turn
ertrage,bear
andern,to change
streich,Prank
kichert,giggles
sternenflotte,starfleet
kreaturen,creatures
reif,ripe
übermorgen,day after tomorrow
dicker,thick
got,got
nest,nest
but,but
angerichtet,done
verklagen,Sue
helm,helmet
bingo,bingo
vergleichen,to compare
schweiz,Switzerland
bemerken,to notice
herbst,autumn
meredith,meredith
zurückholen,get back
nazis,nazis
stamm,tribe
auswahl,selection
braves,braves
sichergehen,play it safe
antreten,compete
lester,lester
vorstand,Board
sdi,sDI
robbie,robbie
organisieren,to organize
tank,tank
let,let
besprechung,meeting
studium,Education
gossip,gossip
kreditkarte,Credit card
schwuchtel,queen
profil,profile
donner,thunder
drake,drake
schrecken,scare
stall,barn
saßen,sat
quitt,quits
hotels,hotels
respektiere,respect
kandidaten,candidates
schulen,schools
crane,crane
geschäftsmann,businessman
arnold,arnold
läutet,rings
lachst,laughing
champion,champion
unverständlich,incomprehensible
ermorden,to murder
betracht,consideration
schadet,harm
fester,solid
aah,aah
rühren,stir
geregelt,controlled
unterbrochen,interrupted
angesicht,face
kriminellen,criminal
when,When
helena,helena
einzelheiten,details
anlügen,lie to
beschütze,protect
stattfinden,occur
dads,dads
fortschritt,progress
gelingt,succeed
feierabend,end of working day
feste,firm
burger,burger
spannend,exciting
deputy,deputy
einnehmen,take in
schalte,switch
passwort,password
würstchen,hot dog
mittlerweile,meanwhile
aufzugeben,give up
führst,threading tail
harper,harper
zivilisten,civilians
ewige,everlasting
emotionen,emotions
beurteilen,judge
käufer,buyer
stars,stars
erwachsenen,adult
division,division
aufzunehmen,take
booth,booth
werft,shipyard
ältere,elder
banken,banks
kätzchen,kitten
option,option
heiratest,marry
rettete,saved
aufstellen,put up
husten,to cough
schublade,drawer
gestürzt,overthrown
seattle,Seattle
ankommt,arrives
befragt,questioned
buchstaben,letters
spielten,played
gestiegen,gone up
abgefahren,worn
gewaschen,washed
anzunehmen,to accept
rob,rob
anzahl,number
zombies,zombies
have,have
anhänger,pendant
gewisser,some
vorkommen,occurrence
festnehmen,arrest
willow,willow
medizinischen,medical
kern,core
offene,open
gefeiert,celebrated
anschließen,connect
rico,rico
clarke,clarke
erfindung,invention
besserer,better
autopsie,autopsy
rucksack,backpack
zwingt,forces
gnädige,gracious
einsamkeit,lonliness
gesprungen,bound
t-shirt,T-shirt
geopfert,sacrificed
lena,lena
beiseite,aside
umgekehrt,vice versa
geschworenen,jury
draussen,outside
ausgesprochen,pronounced
beseitigen,remove
burg,Castle
ausführen,To run
gesperrt,blocked
carla,carla
irrer,irrer
drehte,turned
ersparen,save
force,force
frech,naughty
einziehen,move in
kira,kira
hot,hot
genehmigung,approval
tankstelle,Gas station
versteckte,hidden
interessanter,more interesting
schneider,cutter
gelb,yellow
et,et
gefährden,threaten
handtasche,purse
urteilen,to judge
erhöht,elevated
preise,Prices
bumm,bumm
unbekannten,unknown
gelten,be valid
life,life
butler,butler
möglichst,preferably
münze,coin
singe,sing
saison,season
andrea,andrea
partnerin,partnerin
haltung,attitude
vollidiot,dumbass
fasst,summarizes
winston,Winston
minus,minus
pflichten,obligations
spar,saving
demselben,the same
ruhestand,retirement
versteckst,hide
kai,quay
bewachen,guard
oz,oz
vera,vera
anhörung,hearing
lieder,Songs
miguel,miguel
dreckig,dirty
verbreiten,spread
wei,wei
sch,sch
carmen,carmen
first,ridge
schenke,Donate
wölfe,wolves
erholen,recover
bedenkt,considering
blutet,bleeds
freddie,freddie
beschweren,complain
schmeiß,throw
gauner,rogue
verursachen,cause
elvis,elvis
produkt,product
cathy,Cathy
tafel,blackboard
kacke,shit
versammelt,gathered
sandra,sandra
regelmäßig,regularly
geschrei,shouting
ruder,rudder
allah,Allah
vollen,full
aktivitäten,activities
wohnte,lived
kaninchen,Rabbits
systeme,systems
orange,orange
platten,plates
rex,rex
y,y
geliehen,lent
befolgen,follow
belästigt,molested
hongkong,Hong Kong
zombie,zombie
vorgeht,going
heißes,hot
überprüfe,check
veröffentlicht,released
erschieß,shoot
mahlzeit,enjoy the meal
offizielle,official
yorker,yorker
angie,angie
aufbrechen,set out
überlasse,leave
get,get
kenntnis,knowledge
beschissenen,shitty
trevor,trevor
verbindet,combines
sanitäter,paramedic
überraschend,surprised
geantwortet,replied
droht,threatens
italienisch,Italian
verhör,interrogation
größeres,larger
klagen,complain
dichter,poet
großartiger,great
gratis,free
fürchtet,fears
abzuholen,pick
gefühlen,emotions
beschäftigen,employ
unglaubliche,unbelievable
selbe,same
barnes,barnes
spürt,feels
funkgerät,radio set
abgegeben,submitted
laurel,laurel
angemessen,reasonable
ohnehin,anyway
chinesisch,Chinese
orden,medal
angeheuert,hired
wählt,elects
lustige,funny
abhängen,depend
vierten,fourth
tanner,tanner
schläge,beating
zögern,hesitate
bezeichnen,describe
seltsames,strange
beruflich,professional
un,U.N
bedeckt,covered
anzufangen,to begin
geraucht,smoked
töteten,killing
begeben,go
verständlich,understandable
pop,pop
merkte,noted
infektion,infection
kitty,kitty
entspricht,corresponds to
winkel,angle
experten,Experts
betten,beds
boxen,fight
torte,cake
austausch,exchange
aufregen,upset
vermuten,suspect
geheimdienst,intelligence
schlangen,snakes
erholt,recovered
zach,zach
überzeugend,convincingly
prue,prue
genick,neck
wuchs,growth
autorität,authority
schinken,ham
wien,Vienna
langes,long
sookie,sookie
zoey,zoey
fetten,grease
hai,shark
binden,tie
erpressung,blackmail
derzeit,currently
getäuscht,deceived
buddy,buddy
keines,none
sammlung,collection
anruft,calling
tauchte,appeared
weist,has
ergreifen,grab
frohes,Happy
hänge,hang
bewohner,resident
entschied,decided
supermarkt,Supermarket
offiziere,officers
verwandte,relative
schwachkopf,Moron
antoine,antoine
irak,Iraq
rangehen,get stuck in
naomi,naomi
kündigen,cancel
geldes,disposable
dealer,dealer
könige,kings
army,army
januar,January
agnes,agnes
priorität,priority
beförderung,promotion
kranke,patient
eifersucht,jealousy
way,way
heutige,today
sprang,leapt
kürze,shortness
polen,Poland
erbärmlich,pitifully
erfasst,detected
besonderer,special
good,good
geräte,equipment
tanze,dance
königliche,Royal
durchmachen,go through
dallas,dallas
verschwendet,wasted
kennedy,kennedy
uld,uld
alec,alec
akzeptiere,accept
ausgeschaltet,switched off
ufer,shore
risiken,risks
schrie,cried
beeinflusst,affected
hal,hal
aussiehst,looks
ausgebildet,educated
bezirk,district
herrje,goodness gracious
beauftragt,instructed
geschützt,protected
abgeschnitten,isolated
qualität,quality
henker,hangman
ausgezogen,moved out
versichern,assure
gewinnst,win
navy,navy
schmidt,schmidt
beschloss,decided
batman,batman
sun,sun
kapierst,kapierst
scheibe,disc
veronica,veronica
rosie,rosie
pedro,pedro
konferenz,conference
länder,countries
flecken,stains
fur,For
neal,neal
sonnenaufgang,sunrise
reed,reed
braun,brown
diagnose,diagnosis
paranoid,paranoid
weltraum,space
adams,adams
vorbild,Idol
halle,Hall
wandern,hike
fisher,fisher
frost,frost
gehandelt,traded
hawaii,Hawaii
kabine,cabin
chefin,boss
porter,porter
römer,Roman
weinst,cry
bäumen,trees
simpson,simpson
datenbank,Database
suchten,sought
gesegnet,blessed
teilnehmen,take part
umbringt,kill
claude,claude
blonde,blonde
bunker,bunker
mieser,lousy
löffel,spoon
geteilt,divided
klaren,clear
bree,bree
abhängig,dependent
überlebenden,surviving
worf,worf
geeignet,suitable
hindern,prevent
fahrstuhl,elevator
ausgeht,goes out
mylady,milady
flagge,flag
komplette,complete
hing,hung
italiener,Italian
disziplin,discipline
erzogen,behaved
harvard,Harvard
kongress,congress
eingezogen,moved in
kurzer,short
schirm,umbrella
merlin,merlin
charme,charm
vorlesen,read out
gefährlicher,dangerous
mitfahren,ride
maurice,maurice
anzeigen,Show
d.,d.
schieb,donating
empfindlich,sensitive
parken,park
koche,cook
gestrichen,painted
berühmten,famous
manchen,some
klopf,knocking
zorro,zorro
reichlich,plentiful
lügnerin,liar
mode,Fashion
songs,songs
breche,break
ausgeraubt,robbed
hahn,tap
wußte,knew
krachen,crash
spürte,felt
versammlung,Assembly
folter,torture
speck,bacon
bedrohliche,threatening
piept,beeps
verbreitet,common
nolan,nolan
tore,Gates
t.,t.
vorräte,Stocks
saal,room
wirtschaft,economy
fremd,strange
mehrmals,multiple times
generationen,generations
coole,cool
kaufst,buy
abbrechen,abort
seife,Soap
herde,herd
zwerg,dwarf
brandon,brandon
z.b.,for example
neffen,nephew
festgehalten,arrested
ablenkung,deflection
totale,total
herrscher,Ruler
überstehen,survive
sprengstoff,explosive
mikey,mikey
erdbeben,earthquake
level,level
australien,Australia
figuren,characters
älteren,older
lynn,lynn
po,po
theo,theo
spinnt,weaves
gleichgewicht,balance
schalter,switch
kumpels,boys
zuneigung,affection
rollstuhl,wheelchair
bienen,bees
mischen,Mix
hauptstadt,Capital
koks,coke
piepen,bleep
langem,long
umsehen,look around
gelegen,located
em,em
banditen,bandits
hasste,hated
getestet,tested
camille,camille
brody,brody
dosis,dose
glaubten,believed
somit,Consequently
ernähren,feed
hacken,chop
kammer,chamber
lenny,lenny
roll,rolling
bezaubernd,enchanting
wiederholt,repeated
zueinander,to each other
tattoo,tattoo
melanie,melanie
einschließlich,including
randall,randall
finsternis,darkness
wallace,wallace
betrachte,consider
schmerzt,hurts
gelehrt,taught
gewechselt,changed
menschliches,human
redete,spake
frühen,early
voyager,voyager
caleb,caleb
entdeckte,discovered
wirkte,worked
versprichst,promise
scheine,seems
transporter,transporter
n.,n.
moderne,modern
elijah,elijah
wilder,wild
abgelenkt,distracted
abzug,deduction
north,north
becher,cups
sicherstellen,to ensure
e.,e.
anweisung,instructions
klettern,climb
fingern,fumble
geste,gesture
spürst,feel
privatleben,privacy
zusammenarbeit,collaboration
hinauf,up
si,si
tokio,Tokyo
sicherheitsdienst,security
kaugummi,chewing gum
weltkrieg,world war
huren,whore
foster,foster
gemeinsamen,common
garantieren,to guarantee
wells,wells
ln,ln
antonio,antonio
kommunizieren,communicate
cm,cm
marc,marc
blieben,remained
technisch,technically
frühstücken,have breakfast
ve,ve
khan,khan
billiger,cheaper
elaine,elaine
standort,Location
wagt,dares
leugnen,deny
beißt,bites
landung,landing
ernste,serious
schockiert,shocked
esst,eat
begleitung,accompaniment
allianz,alliance
vermutet,supposed
echo,echo
herstellen,produce
lars,lars
lokal,local
sklave,slave
honig,honey
videos,videos
verkehrt,wrong
göttin,goddess
segeln,sailing
bewahrt,preserved
cass,cass
hinterließ,left behind
ganzer,whole
cody,cody
doris,doris
verurteilen,condemn
höchsten,highest
februar,February
privaten,private
burke,burke
v,v
begegnung,encounter
steige,climb
feuerwehr,fire Department
apollo,Apollo
beginne,begin
ähnliches,something similar
stevens,stevens
grauen,gray
wärter,guard
gewann,won
vertreter,representative
starker,stronger
liebend,loving
marge,margin
schoß,lap
serviert,served
heilig,holy
bißchen,little
security,security
genaue,exact
wally,wally
gewaltig,immense
knoten,node
begriffen,understood
klarstellen,clarify
chwhite,chwhite
hinrichtung,execution
überwinden,overcome
ablegen,lay down
einfällt,incident
wundert,wonders
stimmte,voted
drohen,threaten
madison,madison
entgehen,escape
stundenlang,for hours
hausmeister,facility manager
helikopter,helicopter
beverly,beverly
puppen,dolls
aussah,looked
night,night
beobachte,watching
check,check
juwelen,jewelery
bogen,bow
duft,fragrance
ankam,arrived
respektiert,respected
non,non
schein,bill
gewehre,guns
kellnerin,Waitress
vertraulich,confidential
insgesamt,all in all
ächzen,groan
untersuchungen,investigations
fliegst,fly
platt,flat
aufrecht,upright
geprüft,checked
hammond,hammond
bedient,operated
mangel,defect
hoher,higher
knien,kneel
hobby,hobby
ling,ling
ivan,ivan
nachtisch,dessert
kollegin,co-worker
edwards,edwards
alptraum,nightmare
regina,regina
ausgesehen,looked
reichtum,wealth
überaus,exceedingly
eisen,iron
beamen,beam
haftbefehl,arrest warrant
verletzte,injured
buchstäblich,literally
größter,largest
sylvia,sylvia
flieg,fly
dreckige,dirty
erfinden,to invent
ernte,harvest
kamin,stack
scotty,scotty
weste,vest
sahst,looked
kennzeichen,Mark
grayson,grayson
kronen,crown
wage,dare
z,z
siegen,win
verlobten,betrothed
edgar,edgar
afghanistan,Afghanistan
würdig,worthy
aufwacht,wakes up
gratulieren,to congratulate
schwager,brother in law
violet,violet
infos,Info
föderation,federation
dose,can
wärme,warmth
erschienen,published
magazin,magazine
klemme,clamp
schenkt,bestows
min,min
wars,wars
verstoßen,offend
nicholas,nicholas
georgia,Georgia
kräftig,strongly
herzens,heart
mel,mel
nachbarin,neighbor
igitt,ugh
formel,formula
bro,bro
hervor,out
wohnwagen,caravan
wegwerfen,throw away
spinne,spider
tumor,tumor
bezahlung,pay
päckchen,parcel
grob,rough
nagel,nail
donovan,donovan
starren,stare
vertreiben,to evict
wirkst,workest
traust,dare
heiratete,married
take,take
neuesten,latest
e-mails,e-mails
gitter,grid
blocks,blocks
erobern,conquer
gin,gin
spinnen,be crazy
gestalt,shape
liter,liter
patty,patty
drew,drew
illusion,illusion
plaudern,chat
schneidet,cuts
welle,wave
samuel,samuel
haft,detention
seltsamen,strange
spannung,tension
knallt,bangs
zurückzukehren,to return
bestimmung,determination
tresor,safe
amber,ambergris
verfluchten,accursed
fischer,fisherman
verluste,losses
lehre,teaching
jenna,jenna
revolver,revolver
schrott,scrap metal
verbringt,spends
state,state
wähle,select
films,films
vorhang,curtain
mitspielen,play along
erregt,excited
arbeiteten,worked
aufgelöst,disbanded
überlass,let on
trag,contract
überein,agreement
unterrichtet,informed
ungewöhnliches,unusual
eve,eve
lagerhaus,storehouse
raub,robbery
visionen,visions
firmen,company
liv,liv
verhandlungen,negotiations
fickt,fucks
verdorben,corrupted
produktion,production
füreinander,for each other
krankheiten,Diseases
reggie,reggie
jeanne,jeanne
schräg,aslant
belle,belle
bluten,blossoms
meinten,thought
beamten,officials
h.,H.
bereden,discuss
claudia,claudia
einmischen,interfere
ärsche,freepain
futter,feed
verknallt,Crush
muschi,pussy
beschuldigen,accuse
aktien,shares
harrison,harrison
scheißer,bugger
sexuell,sexually
kinderspiel,child's play
torres,torres
magische,magic
dummheit,stupidity
gezahlt,paid
bewegungen,movements
karre,cart
abziehen,pull off
bedarf,requirement
üblichen,usual
umgelegt,apportioned
inhalt,content
dankbarkeit,gratitude
peng,peng
herkommt,coming
geehrt,honored
träumte,dreamed
make-up,make up
verhört,interrogated
messe,fair
anwesen,estate
deutscher,German
saubere,clean
gebete,prayers
pommes,fries
toni,toni
lande,country
ruht,rests
anerkennung,recognition
wunderbaren,wonderful
galaxie,galaxy
vermutung,guess
inklusive,included
überwachung,monitoring
unabhängig,independently
brien,brien
fernhalten,keep away
statue,statue
bestätigung,confirmation
dawn,dawn
finale,final
verzweiflung,Despair
gewährt,granted
deprimiert,depressed
erteilen,To give
colin,colin
rahmen,frame
durchgedreht,haywire
erteilt,granted
fotze,cunt
fehlte,missing
verlorene,lost
kanonen,cannons
kansas,Kansas
klub,club
britischen,British
aufzubauen,build
jubeln,to cheer
ausgelöscht,extinguished
marianne,marianne
stu,stu
servieren,serve
weltweit,worldwide
fotografieren,taking photos
niederlage,defeat
zehen,toes
schwächen,weaknesses
sternen,sternen
sheila,sheila
bemühen,endeavor
logik,logic
stillen,breast-feed
bellows,bellows
todesursache,cause of death
beschaffen,procure
abgezogen,withdrawn
klassische,classical
außergewöhnlich,out of the ordinary
gruppen,groups
schwarzes,black
durchhalten,keep up
lm,lm
weitergeht,continues
kooperieren,cooperate
mächtigen,powerful
greif,gripping
mehreren,more
verschwindest,disappear
forderungen,requirements
anfall,applicable
klare,clear
teresa,teresa
wunderschönen,beautiful
bestehe,there is
verkaufte,sold
aufeinander,on each other
garcia,garcia
hässliche,ugly
großem,great
mitbekommen,realize
gate,gate
saul,Saul
ingenieur,engineer
campbell,campbell
andenken,souvenir
eintreten,enter
kämpfte,fought
zustimmung,approval
besagt,said
roter,red
flamme,flame
aufzuhören,quit
dokument,document
bishop,bishop
schuhen,shoes
timmy,timmy
simone,simone
federn,feathers
paps,dad
auswendig,by heart
bundy,bundy
spezielle,specific
experimente,experiments
szenen,scenes
gezählt,counted
pfannkuchen,pancakes
hase,Rabbit
highway,highway
aufenthalt,stay
bennett,bennett
devon,devon
polly,polly
verstecke,hide
summen,buzz
blutung,bleeding
more,more
heidi,heidi
hilflos,helpless
staatsanwaltschaft,Public prosecutor
ehrlichkeit,honesty
messen,measure up
mächtige,powerful
stur,stubborn
ringe,rings
weiterleben,live on
aufspüren,track down
keks,biscuit
rückgängig,undone
fünfte,fifth
netflix,netflix
mieten,rent
speziell,specially
neugier,curiosity
nägel,nails
ausgefallen,fancy
glen,glen
yes,yes
verstorbenen,deceased
verkleidet,dressed
entdeckung,discovery
rauche,smoker
betteln,beg
blond,blond
cam,cam
gilbert,gilbert
burt,burt
weggegangen,gone
nutze,use
gütiger,kindly
abgebrochen,canceled
herkunft,origin
annahme,adoption
wirfst,throw
gestank,stink
hintertür,back door
truthahn,Turkey
gefüllt,filled
bereithalten,keep ready
vorhat,intends
eleanor,eleanor
touristen,tourists
fordere,call
tagsüber,during the day
feucht,wet
jeans,Jeans
befragung,survey
abgelaufen,expired
picard,picard
fu,fu
wunderbarer,wonderful
depp,douchebag
hüte,heed
israel,Israel
ausschau,ausschau
kreischt,yells
bellen,bark
manipulieren,manipulate
studie,study
heinrich,Heinrich
knurren,growl
busch,bush
abwesenheit,absence
reitet,rode
komplizierter,complicated
traut,familiar
bestellung,Order
tatsachen,facts
heiligkeit,holiness
back,back
jahrhunderts,century
verglichen,compared
sehnsucht,nostalgia
überredet,persuaded
demokratie,democracy
ranger,ranger
empfehle,recommend
schalt,switching
gevögelt,shagged
young,young
ra,ra
silver,silver
kräften,forces
rauszukommen,get out
schäden,damage
aggressiv,aggressive
ausleihen,borrow
bella,bella
schlucken,to swallow
wesentlich,essential
ca.,approximately
satan,Satan
erben,inherit
police,policy
horn,horn
lebende,living
schmutzige,dirty
eiskalt,freezing
sirene,siren
birthday,birthday
ritual,ritual
ira,ira
pflanze,plant
stürzt,crashes
reynolds,reynolds
investiert,invested
bernie,bernie
marilyn,marilyn
formen,to shape
freundchen,buster
politischen,political
freigelassen,released
lionel,lionel
rausgeworfen,kicked out
verprügeln,beat up
bescheiden,modest
garderobe,wardrobe
streifen,streak
rausgekommen,came out
jodi,jodi
voneinander,from one another
wirt,host
kasten,box
zeichnen,to draw
backen,to bake
scheitern,fail
francs,francs
jon,jon
salon,salon
medikament,drug
demnächst,soon
geboten,necessary
spike,spike
auslösen,trigger
pferden,horses
lebensmittel,Food
ruhiger,quiet
durchsuchungsbefehl,search warrant
allmählich,gradually
benommen,dazed
adieu,Adieu
fragten,asked
vortrag,lecture
amerikas,america
sherry,sherry
och,och
oui,oui
erpressen,blackmail
flittchen,hussy
zähnen,tooth
u-boot,submarine
daniels,daniels
endete,ended
ängstlich,scared
she,she
as,as
durchbruch,breakthrough
dorothy,dorothy
wiederhaben,have again
schrecklicher,terrible
model,model
besitze,own
sorg,sorg
sophia,sophia
sullivan,sullivan
chor,Choir
zuschlagen,strike
schere,scissors
kampagne,campaign
jax,jax
verrücktes,crazy
gestartet,started
reinigen,clean
stoppt,stops
lucky,lucky
quälen,torment
berufung,vocation
luis,luis
knöchel,ankle
zeitplan,Time schedule
zerbrochen,broken
verfluchter,accursed
weichei,weichei
jegliche,any
versuchung,temptation
shelby,shelby
beitrag,contribution
picknick,picnic
argument,argument
reiner,pure
flüstern,whisper
dummheiten,foolery
meile,mile
hamburger,hamburger
kontaktiert,contacted
spione,spies
fähnrich,ensign
erinnerte,recalled
türklingel,door bell
henri,henri
dynamit,dynamite
organe,organs
fell,fur
sonnenschein,sunshine
archie,archie
lache,laugh
elisabeth,elisabeth
aufgelegt,hung up
bräutigam,groom
chinesische,Chinese
monats,month
shakespeare,shakespeare
verrät,reveals
drunter,underneath
schottland,Scotland
drohung,threat
wa,wa
wende,turn
gefoltert,tortured
erwachsener,adult
einzigartig,unique
briten,British
profis,professionals
mon,mon
übertreiben,exaggerate
ressourcen,resources
bischof,bishop
nationale,national
ausstehen,stand
geschwister,siblings
mountain,mountain
zurücktreten,step back
avery,avery
roberts,roberts
axt,Axe
hugh,hugh
händler,dealer
ägypten,Egypt
überdenken,rethink
ludwig,ludwig
fiona,fiona
warme,warmth
joel,joel
konzentrier,concentrating
del,del
dampf,steam
missbraucht,abused
loyal,loyal
wurzeln,root
aufhängen,hanging
wurm,worm
kathy,Kathy
kerze,candle
bereue,regret
loslegen,getting started
o.k.,OK.
fingen,started
besatzung,crew
dog,dog
klüger,smarter
zugestoßen,happened
befürchten,fear
folgende,the following
schmerzhaft,painful
jody,jody
beschrieben,described
zittern,tremble
standpunkt,position
visier,visor
rang,rank
phoenix,Phoenix
wesley,wesley
herausfindet,finds
schaute,looked
theoretisch,theoretically
if,if
chan,chan
beutel,bag
drängen,press
schlimmen,bad
klient,client
hängst,hang
veranda,veranda
pam,pam
jüngste,youngest
strahlung,radiation
betrügt,cheating
unendlich,infinitely
gedichte,poetry
sven,sven
irene,irene
gereist,traveled
schiss,funk
benimmst,behave
schwangerschaft,pregnancy
subcentral,subcentral
kopien,copies
infrage,questioned
zweifeln,doubt
nonne,nun
müsse,must
juliette,juliette
richtet,directed
lecken,lick
feuerwerk,Fireworks
neueste,latest
geistes,humanities
verletzten,injured
abwechslung,variety
ausgeführt,accomplished
kleingeld,small change
evans,evans
gelegentlich,occasionally
denise,denise
braten,roast meat
angelegt,created
artie,artie
corporal,corporal
entsteht,created
rogers,rogers
herzschlag,Heartbeat
glücklicherweise,fortunately
heilung,cure
cäsar,Caesar
angeklagten,accused
profit,profit
brüllen,roar
verschieden,different
münzen,coin
hinterlässt,leaves
königlichen,royal
stadtrat,City council
pressekonferenz,press conference
nich,nich
geschaut,looked
zugegeben,added
end,end
komisches,odd one
regie,direction
merk,remember
boote,boats
verbrennt,burns
allergisch,allergic
schweizer,Swiss
verdächtiger,suspicious
gasse,alley
tussi,tussi
befürchtet,feared
reite,ride
außerirdische,alien
ehemaliger,former
radar,radar
gestattet,allows
gefecht,battle
angeschaut,watched
gedient,served
pension,pension
strich,stroke
lippenstift,lipstick
stab,Rod
außerirdischen,alien
termine,Events
maler,painter
verweigert,denied
boxer,boxer
vorteile,benefits
ausstellung,exhibition
tragisch,tragic
rasch,quickly
oberste,top
polizistin,policewoman
windeln,diapers
detroit,Detroit
arizona,Arizona
universums,universe
aufheben,cancel
narben,scar
fleißig,diligent
freizeit,leisure
elegant,elegant
dolch,dagger
sloan,sloan
eindringen,penetration
auszeit,time-out
internationalen,international
fielen,fell
weggeworfen,thrown away
vergeuden,waste
blätter,leaves
blass,pale
konzept,concept
look,look
keineswegs,by no means
faden,thread
kleinste,least
geschrien,screamed
ertrunken,drowned
blase,bladder
treffpunkt,meeting point
schrift,font
mathe,maths
royal,royal
evelyn,evelyn
britische,British
körperlich,physically
konzentration,concentration
schaltet,switches
draht,wire
at,at
älteste,oldest
höhere,higher
gerannt,run
tower,tower
gedrückt,depressed
reinigung,cleaning
fordert,urges
ideale,ideal
stiehlt,steals
money,money
eiern,wobble
dritter,third
züge,Trains
optionen,options
ge,ge
roland,roland
ersticken,smother
farmer,farmer
batterie,battery
obst,fruit
badewanne,bathtub
manches,many
droge,drug
übertragung,transmission
enge,close
nickerchen,nap
juhu,yay
cora,cora
lungen,payments
öffnete,opened
abschneiden,cut off
valentine,valentine
hierbei,in this connection
sorgst,worry
phillip,phillip
schaffte,managed
omar,omar
anfänger,Beginner
gen,gene
ungerecht,unfairly
reue,contrition
two,two
rhythmus,rhythm
kündige,announce
mitgehen,go along
siegel,seal
moore,moore
stechen,sting
baue,build
prostituierte,prostitute
heller,brighter
umgehend,immediately
hoffnungslos,hopeless
checken,check
drücke,press
wong,wong
merkwürdige,strange
valley,valley
brandy,brandy
gelbe,yellow
nützen,benefit
venedig,Venice
gideon,gideon
lernten,learned
benimmt,behave
georg,georg
mächtiger,powerful
genutzt,utilized
verzieh,pardoned
schüssel,bowl
dreckigen,dirty
wiegt,weighs
kg,kg
abraham,abraham
seltsamer,strange
hiervon,hereof
beraten,to advise
schienen,rails
wirkliche,real
träumt,dreams
versprech,promise
ideal,ideal
norma,norma
sire,sire
marschieren,march
mitbewohner,roommate
verlobung,engagement
mio.,million.
funken,spark
gleichfalls,Likewise
geringsten,slightest
empfange,receive
führten,led
ex-frau,ex wife
gelben,yellow
lach,laughing
vereinbart,agreed
kimmy,kimmy
prügel,beating
läuten,ring
anzugreifen,attack
balkon,balcony
fran,fran
flüchten,flee
umkehren,turning back
ansieht,look
rechtfertigen,justify
belügen,lie to
verdächtigt,suspected
begannen,started
snow,snow
oskar,oskar
englischen,English
inspiriert,inspired
murray,murray
shirt,shirt
erlaube,permit
ertrinken,drown
sorgfältig,careful
spuck,spitting
eingetroffen,arrived
chang,chang
lynette,lynette
feine,fine
home,home
grosse,size
schickten,sent
überreste,remains
how,how
garantiere,guarantee
unerträglich,unbearable
vorerst,for the time being
yale,yale
verirrt,lost
überstanden,survived
harriet,harriet
liga,league
wertlos,worthless
marvin,marvin
gottverdammt,goddamn
gesammelt,collected
kanntest,knew
bezeichnet,designated
